NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
PARQUE NATURAL MUNICIPAL DO BANHADO,Parque,PI,municipal,"2012",Lei ordinária nº 8756 de 06/07/2012,24/08/2015,4990.35.2727,Secretaria de Meio Ambiente - Prefeitura Municipal de São José dos Campos - SP
PARQUE NATURAL MUNICIPAL DA FREGUESIA,Parque,PI,municipal,"1992",Decreto nº 11830 de 14/12/1992,21/06/2016,0455.33.1785,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE ESTADUAL DE ESPIGãO ALTO,Parque,PI,estadual,"1949",Decreto nº 658 de 11/03/1949,10/12/2013,0000.43.1019,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE NATURAL MUNICIPAL TANCREDO NEVES - PASSA CINCO,Parque,PI,municipal,"2013",Lei ordinária nº 3822/2013 de 23/12/2013,21/08/2018,5210.31.2858,Secretaria Municipal de Meio Ambiente de Ponte Nova - MG
REFúGIO DE VIDA SILVESTRE PADRE SéRGIO TONETTO,Refúgio de Vida Silvestre,PI,estadual,"2016",Decreto nº 1.567 de 20/06/2016,22/02/2017,0000.15.3479,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
REFúGIO DE VIDA SILVESTRE MATA SãO JOãO DA VáRZEA,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,11/03/2016,0000.26.3304,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DA VIDA SILVESTRE MATA DO TORÓ,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,13/04/2016,0000.26.3395,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO DE VIDA SILVESTRE ESTADUAL DO MÉDIO PARAÍBA,Refúgio de Vida Silvestre,PI,estadual,"2016",Decreto nº 45.659 de 19/05/2016,22/08/2018,0000.33.3549,Instituto Estadual do Ambiente do Rio de Janeiro
REFúGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHôA,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,01/09/2017,0000.26.3330,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO DE VIDA SILVESTRE PALMARES - RVS PALMARES,Refúgio de Vida Silvestre,PI,municipal,"2018",Decreto nº 5376 de 13/08/2018,20/08/2018,0385.33.3728,Prefeitura Municipal de Paty do Alferes - RJ
REFÚGIO DA VIDA SILVESTRE DO SAGUI DA SERRA ESCURO,Refúgio de Vida Silvestre,PI,municipal,"2014",Decreto nº 3361 de 10/02/2014,12/09/2017,0220.33.3042,Secretaria Municipal do Ambiente de Itaperuna - RJ
REFÚGIO DE VIDA SILVESTRE MUNICIPAL DAS SERRAS DE MARICÁ,Refúgio de Vida Silvestre,PI,municipal,"2011",Lei ordinária nº 2368 de 30/05/2011,10/04/2018,0270.33.3270,Subsecretaria de Meio Ambiente de Maricá - RJ
REFúGIO DE VIDA SILVESTRE - FAZENDA SãO LáZARO,Refúgio de Vida Silvestre,PI,municipal,"2018",Decreto nº 2.230/2017 de 15/01/2018,01/03/2018,0093.33.3628,Secretaria Municipal de Meio Ambiente de Carapebus - RJ
REFúGIO DE VIDA SILVESTRE MATA DO CAMUCIM,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei complementar nº 9989/87 de 13/01/1987,16/03/2016,0000.26.2560,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATA ENGENHO MACAXEIRA,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,01/02/2016,0000.26.2241,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE ENGENHO MORENINHO,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,16/03/2016,0000.26.2256,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE DO MOLHE LESTE,Refúgio de Vida Silvestre,PI,municipal,"1996",Lei ordinária nº 007 de 10/05/1996,30/09/2015,1850.43.3207,Prefeitura Municipal de São José do Norte - RS
REFúGIO DE VIDA SILVESTRE BANHADO DOS PACHECOS,Refúgio de Vida Silvestre,PI,estadual,"2002",Decreto nº 41.559 de 25/04/2002,27/04/2011,0000.43.2006,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
REFúGIO DE VIDA SILVESTRE MATA DO BURAQUINHO,Refúgio de Vida Silvestre,PI,estadual,"2014",Decreto nº Decreto n° 35.195 de 24/07/2014,07/12/2016,0000.25.3124,Superintendência de Administração do Meio Ambiente da Paraíba
REFÚGIO DE VIDA SILVESTRE MATAS DE SIRIJI,Refúgio de Vida Silvestre,PI,estadual,"2014",Decreto nº 40.548 de 28/03/2014,24/04/2018,0000.26.3317,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATA DE MIRITIBA,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,21/05/2014,0000.26.2247,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO DE VIDA SILVESTRE ESTADUAL SERRA DAS AROEIRAS,Refúgio de Vida Silvestre,PI,estadual,"2013",Decreto nº 46317 de 24/09/2013,25/06/2014,0000.31.3041,Instituto Estadual de Florestas de Minas Gerais
REFUGIO DE VIDA SILVESTRE ILHA DOS LOBOS,Refúgio de Vida Silvestre,PI,federal,"1983",Decreto nº 88.463 de 04/07/1983,23/04/2010,0000.00.0190,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DE VIDA SILVESTRE MATA DE BOM JARDIM,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2248,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2253,Agência Estadual do Meio Ambiente de Pernambuco
REFUGIO DE VIDA SILVESTRE DA VENTANIA,Refúgio de Vida Silvestre,PI,municipal,"2010",Decreto nº 0261 de 15/12/2010,16/05/2018,0300.33.1945,Secretaria Municipal de Meio Ambiente de Miracema - RJ
REFúGIO DE VIDA SILVESTRE TABULEIRO DO EMBAUBAL,Refúgio de Vida Silvestre,PI,estadual,"2016",Decreto nº 1.566 de 20/06/2016,22/02/2017,0000.15.3478,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
REFÚGIO DE VIDA SILVESTRE ESTADUAL DA LAGOA DA TURFEIRA,Refúgio de Vida Silvestre,PI,estadual,"2016",Decreto nº 45.574 de 03/03/2016,22/08/2018,0000.33.3550,Instituto Estadual do Ambiente do Rio de Janeiro
REFÚGIO DE VIDA SILVESTRE DE BOA NOVA,Refúgio de Vida Silvestre,PI,federal,"2010",Decreto nº s/nº de 14/06/2010,15/07/2010,0000.00.1907,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DE VIDA SILVESTRE MATA LANçO DOS CAçõES,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,25/01/2016,0000.26.2239,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATA SERRA DO COTOVELO,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2251,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DA VIDA SILVESTRE RIACHO PONTAL,Refúgio de Vida Silvestre,PI,estadual,"2014",Decreto nº 40.552/14 de 28/03/2014,16/03/2016,0000.26.3320,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE DE UNA,Refúgio de Vida Silvestre,PI,federal,"2007",Decreto nº s/n de 21/12/2007,24/03/2010,0000.00.1880,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DE VIDA SILVESTRE DO RIO DOS FRADES,Refúgio de Vida Silvestre,PI,federal,"2007",Decreto nº S/N de 21/12/2007,23/04/2010,0000.00.1813,Instituto Chico Mendes de Conservação da Biodiversidade
REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA,Refúgio de Vida Silvestre,PI,estadual,"2013",Lei ordinária nº 14.982 de 09/04/2013,11/07/2016,0000.35.1681,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS,Refúgio de Vida Silvestre,PI,estadual,"2008",Decreto nº 44727 de 19/02/2008,08/09/2009,0000.31.1774,Instituto Estadual de Florestas de Minas Gerais
REFúGIO DE VIDA SILVESTRE LAGO MOLE,Refúgio de Vida Silvestre,PI,municipal,"2016",Lei orgânica nº 1.105/2016 de 22/11/2016,17/11/2016,0390.15.3461,Prefeitura Municipal de Juruti - PA
REFUGIO DE VIDA SILVESTRE DO CHAUA,Refúgio de Vida Silvestre,PI,municipal,"2013",Decreto nº 1100 de 05/07/2013,18/04/2016,0090.33.3154,Prefeitura Municipal de Cambuci - RJ
REFúGIO DE VIDA SILVESTRE BANHADO DO MAçARICO,Refúgio de Vida Silvestre,PI,estadual,"2014",Decreto nº 52144 de 11/12/2014,19/09/2018,0000.43.3514,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
REFúGIO DE VIDA SILVESTRE MATA DE MUSSAíBA,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,15/03/2016,0000.26.3239,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO DE VIDA SILVESTRE PERIQUITO CARA-SUJA,Refúgio de Vida Silvestre,PI,estadual,"2018",Decreto nº 32.791 de 17/08/2018,21/08/2018,0000.23.3729,Secretaria do Meio Ambiente do Ceará
REFúGIO DE VIDA SILVESTRE MATA DO JUNCO,Refúgio de Vida Silvestre,PI,estadual,"2007",Decreto nº 24994 de 27/12/2007,22/01/2016,0000.28.1604,Secretaria de Estado do Meio Ambiente e Recursos Hídricos de Sergipe
REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS,Refúgio de Vida Silvestre,PI,estadual,"2010",Decreto nº 12.487 de 30/11/2010,23/07/2012,0000.29.2016,Secretaria do Meio Ambiente da Bahia
REFúGIO DE VIDA SILVESTRE MATA DE SANTA CRUZ,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,01/02/2016,0000.26.2244,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO DE VIDA SILVESTRE DOS MORROS DO CARAUNÃ E DO PADRE,Refúgio de Vida Silvestre,PI,estadual,"2012",Decreto nº 17935 de 30/01/2012,29/02/2012,0000.27.2576,Instituto do Meio Ambiente de Alagoas
REFúGIO DE VIDA SILVESTRE MATA DO QUIZANGA,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,11/03/2016,0000.26.3302,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO DE VIDA SILVESTRE DO PINHÃO.,Refúgio de Vida Silvestre,PI,estadual,"1983",Decreto nº 6.023 de 19/01/1983,17/03/2016,0000.41.0533,Instituto Ambiental do Paraná
REFUGIO DA VIDA SILVESTRE DE COLÍDER,Refúgio de Vida Silvestre,PI,municipal,"2017",Decreto nº 80A/2017 de 22/09/2017,29/06/2018,0320.51.3702,"Secretaria Municipal de Agricultura, Pecuária, Assuntos fundiários, Meio Ambiente, Indústria e comércio, Emprego e renda, Cultura turismo de Colíder - MT"
REFúGIO DE VIDA SILVESTRE MATA DO AMPARO,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,04/03/2016,0000.26.2240,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE SERRA DO CUMARU,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2252,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATA DO CONTRA-AçUDE,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2249,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATA DE CARAúNA,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2255,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÃO JOSÉ,Refúgio de Vida Silvestre,PI,estadual,"2004",Decreto nº 43908 de 06/11/2004,16/09/2014,0000.31.0937,Instituto Estadual de Florestas de Minas Gerais
REFÚGIO DE VIDA SILVESTRE DOS CAMPOS DE PALMAS,Refúgio de Vida Silvestre,PI,federal,"2006",Decreto nº S/Nº de 04/04/2006,30/11/2007,0000.00.0278,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DE VIDA SILVESTRE METRóPOLE DA AMAZôNIA,Refúgio de Vida Silvestre,PI,estadual,"2010",Decreto nº 2.211 de 01/04/2010,02/05/2011,0000.15.1881,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ,Refúgio de Vida Silvestre,PI,federal,"2010",Decreto nº s/n de 18/06/2010,16/07/2010,0000.00.1911,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DA VIDA SILVESTRE MATA DO ENGENHO SALGADINHO,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,05/09/2017,0000.26.3328,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATA DE TAPACURá,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2257,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO DE VIDA SILVESTRE MONTE ALEGRE (ALíRIO BRAZ),Refúgio de Vida Silvestre,PI,municipal,"2017",Decreto nº 5740/2017 de 05/08/2017,26/08/2017,0220.33.3542,Secretaria Municipal do Ambiente de Itaperuna - RJ
REFúGIO DE VIDA SILVESTRE MATA DA USINA SãO JOSé,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,21/05/2014,0000.26.2254,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATA DO OUTEIRO DO PEDRO,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989 de 13/01/1987,04/10/2017,0000.26.3322,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES,Refúgio de Vida Silvestre,PI,federal,"2016",Decreto nº S/N° de 03/08/2016,13/12/2017,0000.00.3432,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DE VIDA SILVESTRE MATA DO URUCU,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2250,Agência Estadual do Meio Ambiente de Pernambuco
REFÚGIO DE VIDA SILVESTRE CORIXÃO DA MATA AZUL,Refúgio de Vida Silvestre,PI,estadual,"2001",Lei ordinária nº 7.519 de 28/09/2001,07/06/2010,0000.51.0475,Secretaria de Estado do Meio Ambiente de Mato Grosso
REFUGIO DE VIDA SILVESTRE VEREDAS DO OESTE BAIANO,Refúgio de Vida Silvestre,PI,federal,"2002",Decreto nº S/N de 16/12/2002,30/11/2007,0000.00.0219,Instituto Chico Mendes de Conservação da Biodiversidade
REFÚGIO DE VIDA SILVESTRE ESTADUAL MACAÚBAS,Refúgio de Vida Silvestre,PI,estadual,"2013",Decreto nº 46316 de 24/09/2013,25/06/2014,0000.31.3038,Instituto Estadual de Florestas de Minas Gerais
REFúGIO DA VIDA SILVESTRE TATU-BOLA,Refúgio de Vida Silvestre,PI,estadual,"2015",Decreto nº 41.546/2015 de 17/03/2015,05/07/2017,0000.26.3318,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATA DE JAGUARIBE,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,01/02/2016,0000.26.2242,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DA VIDA SILVESTRE DA ARARINHA AZUL,Refúgio de Vida Silvestre,PI,federal,"2018",Decreto nº 9402 de 06/06/2018,19/06/2018,0000.00.3694,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DE VIDA SILVESTRE MATA DO ENGENHO SãO JOãO,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,08/03/2016,0000.26.2243,Agência Estadual do Meio Ambiente de Pernambuco
REFúGIO DE VIDA SILVESTRE MATA DO CURADO,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,22/09/2017,0000.26.3303,Agência Estadual do Meio Ambiente de Pernambuco
RESERVA BIOLÓGICA DO CÓRREGO DO VEADO,Reserva Biológica,PI,federal,"1982",Decreto nº 87590 de 20/09/1982,28/09/2007,0000.00.0204,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA UNIÃO,Reserva Biológica,PI,federal,"1998",Decreto nº s/n de 22/04/1998,14/02/2012,0000.00.0217,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DAS CAPIVARAS,Reserva Biológica,PI,municipal,"2001",Lei ordinária nº Lei 1.727 de 03/10/2001,07/10/2015,0830.50.2845,Secretaria Municipal de Meio Ambiente - Três Lagoas/MS
RESERVA BIOLÓGICA DO GUARÁ,Reserva Biológica,PI,estadual,"1988",Decreto nº 11.262 de 21/09/1988,18/08/2017,0000.53.1655,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
RESERVA BIOLóGICA DO SãO DONATO,Reserva Biológica,PI,estadual,"1975",Decreto nº 23.798 de 14/03/1975,27/04/2011,0000.43.2009,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA,Reserva Biológica,PI,estadual,"1914",Decreto nº 7.549 de 22/11/1914,24/02/2014,0000.33.1482,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA BIOLóGICA DE PINHEIRO GROSSO,Reserva Biológica,PI,municipal,"1987",Lei ordinária nº 2250 de 30/11/1987,22/04/2014,0560.31.2953,Prefeitura Municipal de Barbacena - MG
RESERVA BIOLÓGICA DE POÇO DAS ANTAS,Reserva Biológica,PI,federal,"1974",Decreto nº 73791 de 11/03/1974,17/02/2012,0000.00.0215,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DO UATUMÃ,Reserva Biológica,PI,federal,"1990",Decreto nº DECRETO N° 99.277 de 06/06/1990,11/02/2016,0000.00.0213,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DO TAPIRAPÉ,Reserva Biológica,PI,federal,"1989",Decreto nº 97719 de 05/05/1989,26/02/2016,0000.00.0211,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DE SOORETAMA,Reserva Biológica,PI,federal,"1982",Decreto nº 87588 de 20/09/1982,28/09/2007,0000.00.0201,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLóGICA ESTADUAL MATA PALUDOSA,Reserva Biológica,PI,estadual,"1998",Decreto nº 38972 de 23/10/1998,22/01/2014,0000.43.2008,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
RESERVA BIOLÓGICA DE UNA,Reserva Biológica,PI,federal,"1980",Decreto nº 85463 de 10/12/1980,25/03/2010,0000.00.0202,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DO GUAPORÉ,Reserva Biológica,PI,federal,"1982",Decreto nº 87587 de 20/09/1982,12/03/2010,0000.00.0206,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DO JARU,Reserva Biológica,PI,federal,"1979",Decreto nº 83716 de 11/07/1979,02/02/2016,0000.00.0208,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DE SANTA ISABEL,Reserva Biológica,PI,federal,"1988",Decreto nº 96999 de 20/10/1988,10/11/2014,0000.00.0199,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DO LAGO PIRATUBA,Reserva Biológica,PI,federal,"1980",Decreto nº 84.914 de 17/07/1980,03/03/2016,0000.00.0209,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA BOM JESUS,Reserva Biológica,PI,federal,"2012",Decreto nº S/N de 06/06/2012,22/06/2012,0000.00.2634,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA RIO OURO PRETO,Reserva Biológica,PI,estadual,"1990",Decreto nº 4580 de 29/03/1990,29/12/2017,0000.11.0767,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
RESERVA BIOLÓGICA ATOL DAS ROCAS,Reserva Biológica,PI,federal,"1979",Decreto nº 83549 de 05/06/1979,27/09/2007,0000.00.0203,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA TRAÇADAL,Reserva Biológica,PI,estadual,"1990",Decreto nº 4583 de 29/03/1990,13/06/2011,0000.11.0770,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
RESERVA BIOLÓGICA JAÍBA,Reserva Biológica,PI,estadual,"1973",Lei ordinária nº 6126 de 05/07/1973,21/08/2009,0000.31.0415,Instituto Estadual de Florestas de Minas Gerais
RESERVA BIOLÓGICA DO MANICORÉ,Reserva Biológica,PI,federal,e 2016 de 11/05/2016,Decreto nº 11 de maio de 2016 de 11/05/2016,18/05/2016,0000.00.3411,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLOGICA ESTADUAL DO SASSAFRAS,Reserva Biológica,PI,estadual,"1977",Decreto nº 2.221 de 07/02/1977,23/02/2016,0000.42.1830,Fundação de Meio Ambiente de Santa Catarina
RESERVA BIOLÓGICA DO PARAZINHO,Reserva Biológica,PI,estadual,"1985",Decreto nº 5 de 21/01/1985,10/08/2007,0000.16.0291,Secretaria de Estado do Meio Ambiente do Amapá
RESERVA BIOLÓGICA DE SERRA NEGRA,Reserva Biológica,PI,federal,"1982",Decreto nº 87591 de 20/09/1982,27/09/2007,0000.00.0200,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLóGICA BIOPAMPA,Reserva Biológica,PI,municipal,"2012",Lei ordinária nº 1371 de 04/07/2012,06/06/2014,0435.43.2922,Prefeitura Municipal de Candiota - RS
RESERVA BIOLÓGICA DE ARARAS,Reserva Biológica,PI,estadual,"1977",Resolução nº 59 de 22/07/1977,24/02/2014,0000.33.1483,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA BIOLóGICA DO IBIRAPUITã,Reserva Biológica,PI,estadual,"1976",Decreto nº 24.622 de 11/06/1976,29/04/2011,0000.43.2007,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
RESERVA BIOLÓGICA DO RIO DESCOBERTO,Reserva Biológica,PI,estadual,"2005",Decreto nº 26.007 de 06/07/2005,18/08/2017,0000.53.1657,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
RESERVA BIOLóGICA DA SERRA GERAL,Reserva Biológica,PI,estadual,"1982",Decreto nº 30.788 de 27/07/1982,20/04/2011,0000.43.2010,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
RESERVA BIOLÓGICA DA MATA ESCURA,Reserva Biológica,PI,federal,"2003",Decreto nº S/N de 06/06/2003,04/12/2007,0000.00.0193,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DO GAMA,Reserva Biológica,PI,estadual,"1988",Decreto nº 11.261 de 21/09/1988,18/08/2017,0000.53.1656,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
RESERVA BIOLÓGICA DE MAICURU,Reserva Biológica,PI,estadual,"2006",Decreto nº 2610/2006 de 07/12/2006,16/02/2016,0000.15.1033,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
RESERVA BIOLÓGICA DAS PEROBAS,Reserva Biológica,PI,federal,"2006",Decreto nº S/N de 21/03/2006,30/11/2007,0000.00.0275,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DE SALTINHO,Reserva Biológica,PI,federal,"1983",Decreto nº 88744 de 21/09/1983,30/11/2007,0000.00.0198,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLóGICA MUNICIPAL DA MATA DO BISPO,Reserva Biológica,PI,municipal,"2003",Lei ordinária nº 3.783 de 04/08/2003,08/03/2017,3170.31.1525,Prefeitura Municipal de Itabira - MG
RESERVA BIOLóGICA DO MATO GRANDE,Reserva Biológica,PI,estadual,"1975",Decreto nº 23.798 de 14/03/1975,22/01/2014,0000.43.1993,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
RESERVA BIOLÓGICA DO GURUPI,Reserva Biológica,PI,federal,"1988",Decreto nº 95614 de 12/01/1988,05/02/2016,0000.00.0207,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DO TINGUÁ,Reserva Biológica,PI,federal,"1989",Decreto nº 97780 de 23/05/1989,28/07/2017,0000.00.0212,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DO RIO TROMBETAS,Reserva Biológica,PI,federal,"1979",Decreto nº 84018 de 21/09/1979,01/02/2016,0000.00.0210,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLOGICA DA SERRA DE SANTA RITA MITZI BRANDAO,Reserva Biológica,PI,municipal,"1980",Lei ordinária nº 1.096 de 15/10/1980,07/08/2014,5960.31.3061,Divisão de Meio Ambiente e Desenvolvimento Sustentável da Prefeitura de Santa Rita do Sapucaí - MG
RESERVA BIOLÓGICA DAS ARAUCÁRIAS,Reserva Biológica,PI,federal,"2006",Decreto nº S/N de 24/03/2006,30/11/2007,0000.00.0276,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DE COMBOIOS,Reserva Biológica,PI,federal,"1984",Decreto nº 90222 de 25/09/1984,30/11/2007,0000.00.0195,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DA CONTAGEM,Reserva Biológica,PI,federal,"2002",Decreto nº S/N de 13/12/2002,04/12/2007,0000.00.0192,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA MARINHA DO ARVOREDO,Reserva Biológica,PI,federal,"1990",Decreto nº 99.142 de 12/03/1990,27/09/2007,0000.00.0214,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA AUGUSTO RUSCHI,Reserva Biológica,PI,federal,"1982",Decreto nº 87589 de 20/09/1982,27/12/2011,0000.00.0191,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA CULUENE,Reserva Biológica,PI,estadual,"1989",Decreto nº 1.387 de 10/01/1989,27/01/2016,0000.51.0457,Secretaria de Estado do Meio Ambiente de Mato Grosso
